Name,Author,Created,Vendor,CVE,ExpectedLocations,VulnerableExecutablePath,VulnerableExecutableType,VulnerableExecutableAutoElevated,VulnerableExecutablePrivilegeEscalation,VulnerableExecutableCondition,VulnerableExecutableSHA256,VulnerableExecutableEnvironmentVariable,Resources,Acknowledgements,URL
"wbemsvc.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%\wbem, %SYSWOW64%\wbem","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\mspub.exe","Environment Variable","","","Tested against Microsoft Office 2021","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/wbemsvc.html"
"wbemsvc.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%\wbem, %SYSWOW64%\wbem","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\onenote.exe","Environment Variable","","","Tested against Microsoft Office 2021","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/wbemsvc.html"
"wbemsvc.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%\wbem, %SYSWOW64%\wbem","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\outlook.exe","Environment Variable","","","Tested against Microsoft Office 2021","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/wbemsvc.html"
"wbemsvc.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%\wbem, %SYSWOW64%\wbem","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\powerpnt.exe","Environment Variable","","","Tested against Microsoft Office 2021","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/wbemsvc.html"
"wbemsvc.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%\wbem, %SYSWOW64%\wbem","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\scanpst.exe","Environment Variable","","","Tested against Microsoft Office 2021","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/wbemsvc.html"
"wbemsvc.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%\wbem, %SYSWOW64%\wbem","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\winword.exe","Environment Variable","","","Tested against Microsoft Office 2021","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/wbemsvc.html"
"wcmapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\netsh.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/wcmapi.html"
"wcnnetsh.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%","%SYSTEM32%\netsh.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/wcnnetsh.html"
"wdi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\cofire.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/wdi.html"
"wdi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\msra.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/wdi.html"
"wdi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\netsh.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/wdi.html"
"wdi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dpiscaling.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/wdi.html"
"wdi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\slui.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/wdi.html"
"wdscore.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\bootim.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH, https://www.hexacorn.com/blog/2023/12/30/1-little-known-secret-of-ieunatt-exe-on-win11/","Wietze (@wietze), Chris Spehn (@ConsciousHacker), Adam (@hexacorn)","https://hijacklibs.net/entries/microsoft/built-in/wdscore.html"
"wdscore.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\deploymentcsphelper.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH, https://www.hexacorn.com/blog/2023/12/30/1-little-known-secret-of-ieunatt-exe-on-win11/","Wietze (@wietze), Chris Spehn (@ConsciousHacker), Adam (@hexacorn)","https://hijacklibs.net/entries/microsoft/built-in/wdscore.html"
"wdscore.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\djoin.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH, https://www.hexacorn.com/blog/2023/12/30/1-little-known-secret-of-ieunatt-exe-on-win11/","Wietze (@wietze), Chris Spehn (@ConsciousHacker), Adam (@hexacorn)","https://hijacklibs.net/entries/microsoft/built-in/wdscore.html"
"wdscore.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dnscacheugc.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH, https://www.hexacorn.com/blog/2023/12/30/1-little-known-secret-of-ieunatt-exe-on-win11/","Wietze (@wietze), Chris Spehn (@ConsciousHacker), Adam (@hexacorn)","https://hijacklibs.net/entries/microsoft/built-in/wdscore.html"
"wdscore.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\muiunattend.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH, https://www.hexacorn.com/blog/2023/12/30/1-little-known-secret-of-ieunatt-exe-on-win11/","Wietze (@wietze), Chris Spehn (@ConsciousHacker), Adam (@hexacorn)","https://hijacklibs.net/entries/microsoft/built-in/wdscore.html"
"wdscore.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\netbtugc.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH, https://www.hexacorn.com/blog/2023/12/30/1-little-known-secret-of-ieunatt-exe-on-win11/","Wietze (@wietze), Chris Spehn (@ConsciousHacker), Adam (@hexacorn)","https://hijacklibs.net/entries/microsoft/built-in/wdscore.html"
"wdscore.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\netiougc.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH, https://www.hexacorn.com/blog/2023/12/30/1-little-known-secret-of-ieunatt-exe-on-win11/","Wietze (@wietze), Chris Spehn (@ConsciousHacker), Adam (@hexacorn)","https://hijacklibs.net/entries/microsoft/built-in/wdscore.html"
"wdscore.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\pnpunattend.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH, https://www.hexacorn.com/blog/2023/12/30/1-little-known-secret-of-ieunatt-exe-on-win11/","Wietze (@wietze), Chris Spehn (@ConsciousHacker), Adam (@hexacorn)","https://hijacklibs.net/entries/microsoft/built-in/wdscore.html"
"wdscore.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\recoverydrive.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH, https://www.hexacorn.com/blog/2023/12/30/1-little-known-secret-of-ieunatt-exe-on-win11/","Wietze (@wietze), Chris Spehn (@ConsciousHacker), Adam (@hexacorn)","https://hijacklibs.net/entries/microsoft/built-in/wdscore.html"
"wdscore.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\resetengine.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH, https://www.hexacorn.com/blog/2023/12/30/1-little-known-secret-of-ieunatt-exe-on-win11/","Wietze (@wietze), Chris Spehn (@ConsciousHacker), Adam (@hexacorn)","https://hijacklibs.net/entries/microsoft/built-in/wdscore.html"
"wdscore.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\setupugc.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH, https://www.hexacorn.com/blog/2023/12/30/1-little-known-secret-of-ieunatt-exe-on-win11/","Wietze (@wietze), Chris Spehn (@ConsciousHacker), Adam (@hexacorn)","https://hijacklibs.net/entries/microsoft/built-in/wdscore.html"
"wdscore.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\sysreseterr.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH, https://www.hexacorn.com/blog/2023/12/30/1-little-known-secret-of-ieunatt-exe-on-win11/","Wietze (@wietze), Chris Spehn (@ConsciousHacker), Adam (@hexacorn)","https://hijacklibs.net/entries/microsoft/built-in/wdscore.html"
"wdscore.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\systemreset.exe","Sideloading","true","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH, https://www.hexacorn.com/blog/2023/12/30/1-little-known-secret-of-ieunatt-exe-on-win11/","Wietze (@wietze), Chris Spehn (@ConsciousHacker), Adam (@hexacorn)","https://hijacklibs.net/entries/microsoft/built-in/wdscore.html"
"wdscore.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\tapiunattend.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH, https://www.hexacorn.com/blog/2023/12/30/1-little-known-secret-of-ieunatt-exe-on-win11/","Wietze (@wietze), Chris Spehn (@ConsciousHacker), Adam (@hexacorn)","https://hijacklibs.net/entries/microsoft/built-in/wdscore.html"
"wdscore.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\ieunatt.exe","Sideloading","","","On Windows 11 and higher","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH, https://www.hexacorn.com/blog/2023/12/30/1-little-known-secret-of-ieunatt-exe-on-win11/","Wietze (@wietze), Chris Spehn (@ConsciousHacker), Adam (@hexacorn)","https://hijacklibs.net/entries/microsoft/built-in/wdscore.html"
"webservices.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\clipup.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/webservices.html"
"webservices.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\sppsvc.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/webservices.html"
"webservices.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\vsgraphicsdesktopengine.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/webservices.html"
"webservices.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\vsgraphicsremoteengine.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/webservices.html"
"webservices.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\wifitask.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/webservices.html"
"webservices.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\wksprt.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/webservices.html"
"wecapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\wecutil.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/wecapi.html"
"wer.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dwwin.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/wer.html"
"wer.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\msdt.exe","Sideloading","true","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/wer.html"
"wer.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\pcalua.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/wer.html"
"wer.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\relpost.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/wer.html"
"wer.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\rstrui.exe","Sideloading","true","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/wer.html"
"wer.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\sdclt.exe","Sideloading","true","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/wer.html"
"wer.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\srtasks.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/wer.html"
"wer.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\wbengine.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/wer.html"
"wer.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\werfault.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/wer.html"
"wer.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\werfaultsecure.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/wer.html"
"wer.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\wermgr.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/wer.html"
"wevtapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\cidiag.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/wevtapi.html"
"wevtapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dcdiag.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/wevtapi.html"
"wevtapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\gpupdate.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/wevtapi.html"
"wevtapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\mbaeparsertask.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/wevtapi.html"
"wevtapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\netsh.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/wevtapi.html"
"wevtapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\nlb.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/wevtapi.html"
"wevtapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\packageinspector.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/wevtapi.html"
"wevtapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\plasrv.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/wevtapi.html"
"wevtapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\tracerpt.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/wevtapi.html"
"wevtapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\wecutil.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/wevtapi.html"
"wevtapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\wlbs.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/wevtapi.html"
"wevtapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\wsreset.exe","Sideloading","true","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/wevtapi.html"
"wevtapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\filehistory.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/wevtapi.html"
"wevtapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\logman.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/wevtapi.html"
"whhelper.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\netsh.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/whhelper.html"
"wimgapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%, %PROGRAMFILES%\Windows Kits\10\Assessment and Deployment Kit\Deployment Tools\arm64\DISM","%SYSTEM32%\recoverydrive.exe","Sideloading","","","","","","https://www.hexacorn.com/blog/2015/02/23/beyond-good-ol-run-key-part-28/, https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Adam (@hexacorn), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/wimgapi.html"
